SECT,CLASS,COUNTRY,YEARS,SCORES
PSARC,Barriers to competition,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PSARC,Barriers to competition,PER,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185]"
PSARC,Barriers to competition,PHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365, 0.07761607598513365]"
PSARC,Barriers to competition,POL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185]"
PSARC,Barriers to competition,PRT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Barriers to competition,RUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185]"
PSARC,Barriers to competition,SGP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Barriers to competition,SVK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Barriers to competition,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185, 0.022176021710038185]"
PSARC,Barriers to competition,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Barriers to competition,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Barriers to competition,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728, 0.03326403256505728]"
PSARC,Barriers to competition,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PSARC,Barriers to competition,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Barriers to competition,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093, 0.011088010855019093]"
PSARC,Other discriminatory measures,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PSARC,Other discriminatory measures,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PSARC,Other discriminatory measures,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.0, 0.0, 0.0, 0.0, 0.0]"
PSARC,Other discriminatory measures,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,HUN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,ISL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,NLD,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,NOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PSARC,Other discriminatory measures,PER,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,PHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658, 0.0986370975151658]"
PSARC,Other discriminatory measures,POL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,PRT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,RUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,SGP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972]"
PSARC,Other discriminatory measures,SVK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.014091013930737972, 0.028182027861475945, 0.028182027861475945, 0.028182027861475945]"
PSARC,Other discriminatory measures,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189, 0.05636405572295189]"
PSARC,Other discriminatory measures,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Other discriminatory measures,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392, 0.04227304179221392]"
PSARC,Regulatory transparency,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.15246015787124634, 0.17787018418312073, 0.17787018418312073, 0.12705013155937195, 0.10164010524749756, 0.12705013155937195]"
PSARC,Regulatory transparency,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195, 0.12705013155937195]"
PSARC,Regulatory transparency,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.10164010524749756]"
PSARC,Regulatory transparency,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439]"
PSARC,Regulatory transparency,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317]"
PSARC,Regulatory transparency,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.02541002631187439, 0.02541002631187439, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878]"
PSARC,Regulatory transparency,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317]"
PSARC,Regulatory transparency,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.07623007893562317, 0.05082005262374878, 0.15246015787124634, 0.15246015787124634, 0.15246015787124634, 0.05082005262374878, 0.05082005262374878]"
PSARC,Regulatory transparency,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.10164010524749756, 0.10164010524749756, 0.10164010524749756, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317]"
PSARC,Regulatory transparency,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439]"
PSARC,Regulatory transparency,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02541002631187439, 0.02541002631187439, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878]"
PSARC,Regulatory transparency,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878]"
PSARC,Regulatory transparency,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.02541002631187439, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878, 0.05082005262374878]"
PSARC,Regulatory transparency,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317]"
PSARC,Regulatory transparency,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317, 0.07623007893562317]"
